StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,H1,Timer_First Click,Timer_Last Click,Timer_Page Submit,Timer_Click Count,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,Q37,D1,D2,D3,D4,D5,D6,D7,Q43,group,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,Total,Easy,Medium,Hard,Very_Hard,Total_Pct,Easy_Pct,Medium_Pct,Hard_Pct,Very_Hard_Pct,Time_Lmt
25Mar2020 23:54:00,26Mar2020 0:07:00,IP Address,100,785,TRUE,26Mar2020 0:07:00,R_2bNTvCwLxEBIbPy,anonymous,EN,I promise not to search the internet for answer to this survey.,3.063,674.978,675.831,62,5,12ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Florida,Toyota,48,Hydrogen,He warned her to shoot if she didn't keep quiet calmly.,24,Moderately challenging,Doctorate,Male,A little more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
26Mar2020 6:51:00,26Mar2020 6:58:00,IP Address,100,375,TRUE,26Mar2020 6:58:00,R_1mDgREghMq1mnO6,anonymous,EN,I promise not to search the internet for answer to this survey.,30.207,312.585,314.429,37,6,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Acura,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Extremely challenging,Master's degree,Female,A little more stressed,"$100,000 - $124,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
26Mar2020 13:23:00,26Mar2020 13:30:00,IP Address,100,455,TRUE,26Mar2020 13:30:00,R_1o6akpTgDzdpxDY,anonymous,EN,I promise not to search the internet for answer to this survey.,1.933,409.771,410.781,15,7,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Acura,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Doctorate,Female,A lot more stressed,"$100,000 - $124,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 17:10:00,25Mar2020 17:27:00,IP Address,79,1024,FALSE,26Mar2020 17:28:00,R_3fGWd3ccHUswENN,anonymous,EN,I promise not to search the internet for answer to this survey.,2.414,483.108,484.15,47,5,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,,Florida,Acura,,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
26Mar2020 5:46:00,26Mar2020 5:46:00,IP Address,40,12,FALSE,27Mar2020 5:46:00,R_3QYRF6lEat9b77v,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
27Mar2020 6:04:00,27Mar2020 6:11:00,IP Address,100,422,TRUE,27Mar2020 6:11:00,R_br23V3OdtVBwFIR,anonymous,EN,I promise not to search the internet for answer to this survey.,31.225,374.543,375.478,17,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 humans and 50 horses,Maine,Mercury,48,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Female,A little more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
27Mar2020 10:06:00,27Mar2020 10:09:00,IP Address,100,206,TRUE,27Mar2020 10:09:00,R_1QLWJJ3D9kyt0SL,anonymous,EN,I promise not to search the internet for answer to this survey.,3.046,139.05,140.437,35,7,12ft,180 degrees,Mary Shelley,Controls,12,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Florida,Toyota,48,Methane,He said calmly that I shall shoot you if you don't be quiet.,12,Moderately challenging,4 year degree,Female,A little less stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working part-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
27Mar2020 12:37:00,27Mar2020 12:44:00,IP Address,100,430,TRUE,27Mar2020 12:44:00,R_bs9fCE80lg6GHeh,anonymous,EN,I promise not to search the internet for answer to this survey.,8.683,351.282,352.59,15,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Mercury,64,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,A lot more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
28Mar2020 0:58:00,28Mar2020 0:58:00,IP Address,40,9,FALSE,29Mar2020 0:58:00,R_3CYFO0Mg0271Z9D,anonymous,EN,I can't promise that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:01:00,29Mar2020 11:11:00,IP Address,100,584,TRUE,29Mar2020 11:11:00,R_080zlY5k4jsOx8J,anonymous,EN,I promise not to search the internet for answer to this survey.,25.769,515.538,516.505,28,7,10ft,180 degrees,Charles Dickens,Controls,12,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Rhode Island,Toyota,60,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Male,About the same,"$50,000 - $74,999","Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working full-time",18 - 24,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:12:00,29Mar2020 11:12:00,IP Address,100,41,TRUE,29Mar2020 11:12:00,R_qQ4yOoKceUszuAp,anonymous,EN,I can't promise that.,1.957,15.635,17.07,15,7,12ft,180 degrees,Edgar Allan Poe,Immobilizes,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:16:00,29Mar2020 11:21:00,IP Address,100,300,TRUE,29Mar2020 11:21:00,R_1DFENA3o9OeM23d,anonymous,EN,I promise not to search the internet for answer to this survey.,2.137,239.401,248.812,40,7,10ft,180 degrees,Charles Dickens,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Rhode Island,Mercury,,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,,Very challenging,Doctorate,Female,A lot more stressed,"$150,000 - $199,000","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:13:00,29Mar2020 11:27:00,IP Address,100,854,TRUE,29Mar2020 11:27:00,R_Wc9sCUV1kXly4RH,anonymous,EN,I promise not to search the internet for answer to this survey.,3.145,724.115,725.283,58,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,A little more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:43:00,29Mar2020 11:51:00,IP Address,100,488,TRUE,29Mar2020 11:51:00,R_1qWGBlK6Sgv6aDa,anonymous,EN,I promise not to search the internet for answer to this survey.,5.292,404.097,405.34,34,7,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Mercury,64,Hydrogen,He said calmly that I shall shoot you if you don't be quiet.,12,Moderately challenging,Master's degree,Male,A little more stressed,Prefer not to say,"Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working full-time",45 - 54,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:51:00,29Mar2020 12:06:00,IP Address,100,911,TRUE,29Mar2020 12:06:00,R_2ANKkfZxxGpygCu,anonymous,EN,I promise not to search the internet for answer to this survey.,2.591,830.701,846.074,44,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Slightly challenging,4 year degree,Female,A little less stressed,Prefer not to say,"Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working full-time",18 - 24,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 12:05:00,29Mar2020 12:21:00,IP Address,100,981,TRUE,29Mar2020 12:21:00,R_32581kxMWX0phgT,anonymous,EN,I promise not to search the internet for answer to this survey.,1.852,847.179,849.012,16,7,10ft,180 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Mercury,60,Uranium Dioxide,He said calmly that I shall shoot you if you don't be quiet.,12,Very challenging,4 year degree,Male,A lot more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut",Retired,45 - 54,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 13:29:00,29Mar2020 13:39:00,IP Address,100,612,TRUE,29Mar2020 13:39:00,R_8J2pLiZue7Q2odr,anonymous,EN,I promise not to search the internet for answer to this survey.,2.455,559.175,562.483,20,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Moderately challenging,Doctorate,Male,About the same,"$50,000 - $74,999","Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 13:46:00,29Mar2020 13:54:00,IP Address,100,497,TRUE,29Mar2020 13:54:00,R_12J8WWbKjmszT9h,anonymous,EN,I promise not to search the internet for answer to this survey.,7.36,422.432,438.079,96,7,10ft,180 degrees,Maurice Sendak,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Rhode Island,Toyota,84,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,4 year degree,Male,A little more stressed,"$150,000 - $199,000","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 15:51:00,29Mar2020 15:57:00,IP Address,100,319,TRUE,29Mar2020 15:57:00,R_2TYwe4KVZ0I4nVN,anonymous,EN,I promise not to search the internet for answer to this survey.,2.436,256.587,257.511,29,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,,Maine,Mercury,,,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Female,A little more stressed,Prefer not to say,"Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 16:52:00,29Mar2020 17:08:00,IP Address,100,1002,TRUE,29Mar2020 17:08:00,R_009qD7fE2flHZ3H,anonymous,EN,I promise not to search the internet for answer to this survey.,18.654,911.515,918.215,19,8,12ft,180 degrees,Edgar Allan Poe,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Florida,Toyota,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Female,A lot more stressed,"$100,000 - $124,999","Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 17:09:00,29Mar2020 17:17:00,IP Address,100,444,TRUE,29Mar2020 17:17:00,R_3nJF6E1LYPeJbCC,anonymous,EN,I promise not to search the internet for answer to this survey.,2.496,368.532,369.134,44,7,11ft,120 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 humans and 50 horses,Maine,Toyota,64,Methane,Calmly he warned her that be quiet or else he will have to shoot her.,24,Moderately challenging,4 year degree,Female,A little more stressed,Prefer not to say,"Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working part-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 20:06:00,29Mar2020 20:10:00,IP Address,100,260,TRUE,29Mar2020 20:10:00,R_1dmd61vYyhg3eHr,anonymous,EN,I promise not to search the internet for answer to this survey.,12.275,210.58,211.763,15,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,A little less stressed,"$150,000 - $199,000","Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working full-time",35 - 44,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
28Mar2020 21:54:00,28Mar2020 21:54:00,IP Address,40,5,FALSE,29Mar2020 21:54:00,R_3nPNuSlnzQ8XFS6,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 15:04:00,30Mar2020 4:45:00,IP Address,100,49273,TRUE,30Mar2020 4:45:00,R_1eXVNsTCvKVGgmN,anonymous,EN,I promise not to search the internet for answer to this survey.,21.996,4993.478,4995.08,19,6,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Florida,Toyota,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Male,Much less stressed,"$25,000 - $49,999",Outside the USA,"Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 6:59:00,30Mar2020 7:14:00,IP Address,100,876,TRUE,30Mar2020 7:14:00,R_1kS5fwUyzIs9gto,anonymous,EN,I promise not to search the internet for answer to this survey.,9.512,685.508,688.132,16,7,10ft,180 degrees,Maurice Sendak,Controls,8,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",Jonas Salk,24 horses and 50 humans,Michigan,Mercury,48,Hydrogen,He warned her to shoot if she didn't keep quiet calmly.,720,Moderately challenging,Master's degree,Male,A little more stressed,"$150,000 - $199,000","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 9:17:00,30Mar2020 9:26:00,IP Address,100,512,TRUE,30Mar2020 9:26:00,R_30q2Fpz377VXNRh,anonymous,EN,I promise not to search the internet for answer to this survey.,2.105,439.111,441.586,25,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,64,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Female,A lot more stressed,"$50,000 - $74,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:06:00,29Mar2020 11:06:00,IP Address,40,10,FALSE,30Mar2020 11:06:00,R_269nMyMYPiOaklC,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:06:00,29Mar2020 11:06:00,IP Address,40,9,FALSE,30Mar2020 11:06:00,R_2U5wOf3BvAvtg3X,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 12:34:00,29Mar2020 12:39:00,IP Address,79,281,FALSE,30Mar2020 12:39:00,R_3qBCuX1y6QgqH54,anonymous,EN,I promise not to search the internet for answer to this survey.,2.737,274.721,275.416,15,7,12ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Toyota,64,Hydrogen,He said calmly that I shall shoot you if you don't be quiet.,144,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 12:39:00,30Mar2020 12:43:00,IP Address,100,274,TRUE,30Mar2020 12:43:00,R_1N9fqhcCPWQzMsf,anonymous,EN,I promise not to search the internet for answer to this survey.,2.656,223.937,224.756,17,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,31 horses and 74 humans,Maine,Toyota,64,Uranium Dioxide,He warned her to shoot if she didn't keep quiet calmly.,12,Very challenging,4 year degree,Male,A little more stressed,"$100,000 - $124,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",18 - 24,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 14:18:00,29Mar2020 14:18:00,IP Address,40,13,FALSE,30Mar2020 14:19:00,R_21GRfk665K67TRv,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 15:13:00,29Mar2020 15:13:00,IP Address,40,3,FALSE,30Mar2020 15:13:00,R_3nBkdt2jO6vfYn5,anonymous,EN,I can't promise that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
31Mar2020 11:45:00,31Mar2020 11:56:00,IP Address,100,625,TRUE,31Mar2020 11:56:00,R_2fARI21UQXLrLaS,anonymous,EN,I promise not to search the internet for answer to this survey.,2.784,560.884,562.27,35,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,37 humans and 98 horses,Rhode Island,Mercury,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Female,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",45 - 54,"Nope, I'm honest.",control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 14:00:00,30Mar2020 14:01:00,IP Address,40,10,FALSE,31Mar2020 14:01:00,R_W0xBW7oSlPXXTbP,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 14:11:00,30Mar2020 14:11:00,IP Address,40,8,FALSE,31Mar2020 14:11:00,R_3nwLQqimkItg0oQ,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
22Mar2020 18:21:00,22Mar2020 18:40:00,IP Address,100,1164,TRUE,22Mar2020 18:40:00,R_0cvSz1W1pgVvL1v,anonymous,EN,I promise not to search the internet for answer to this survey.,1.305,146.747,147.54,37,5,10ft,180 degrees,Charles Dickens,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Rhode Island,Acura,60,Methane,He warned her to shoot if she didn't keep quiet calmly.,24,Moderately challenging,4 year degree,Female,A little more stressed,"$125,000 - $149,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Not employed, looking for work",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
22Mar2020 18:31:00,22Mar2020 18:40:00,IP Address,100,541,TRUE,22Mar2020 18:40:00,R_1JFrJFRVXqFwqdO,anonymous,EN,I promise not to search the internet for answer to this survey.,1.856,443.823,446.323,37,6,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,84,Hydrogen,Calmly he warned her that be quiet or else he will have to shoot her.,144,Moderately challenging,4 year degree,Male,About the same,"$150,000 - $199,000","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
22Mar2020 18:20:00,22Mar2020 18:45:00,IP Address,100,1473,TRUE,22Mar2020 18:45:00,R_1Iv2bLjsLtEGZoQ,anonymous,EN,I promise not to search the internet for answer to this survey.,4.487,1374.503,1375.691,76,7,10ft,180 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Michigan,Toyota,48,Helium,Calmly he warned her that be quiet or else he will have to shoot her.,12,Moderately challenging,4 year degree,Male,About the same,"$50,000 - $74,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:20:00,24Mar2020 10:24:00,IP Address,100,227,TRUE,24Mar2020 10:24:00,R_3pVapVFe8fiaBsB,anonymous,EN,I promise not to search the internet for answer to this survey.,14.166,197.33,197.89,36,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,48,Hydrogen,Calmly he warned her that be quiet or else he will have to shoot her.,720,Very challenging,Doctorate,Female,A lot more stressed,"$150,000 - $199,000","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
23Mar2020 9:19:00,23Mar2020 10:24:00,IP Address,40,3928,FALSE,24Mar2020 10:25:00,R_1d3KsJ1qgM38V54,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:21:00,24Mar2020 10:26:00,IP Address,100,295,TRUE,24Mar2020 10:26:00,R_3O9yvooWTIh5EsH,anonymous,EN,I promise not to search the internet for answer to this survey.,2.412,223.463,224.29,38,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,31 horses and 74 humans,Rhode Island,Acura,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,4 year degree,Female,A lot more stressed,"$0 - $9,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Not employed, looking for work",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:20:00,24Mar2020 10:27:00,IP Address,100,472,TRUE,24Mar2020 10:27:00,R_2pMHyB8SFNRg2LD,anonymous,EN,I promise not to search the internet for answer to this survey.,4.382,369.866,370.483,70,7,11ft,180 degrees,Edgar Allan Poe,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Rhode Island,Toyota,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Moderately challenging,2 year degree,Female,A lot more stressed,"$0 - $9,999",Outside the USA,"Employed, working part-time",18 - 24,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:21:00,24Mar2020 10:30:00,IP Address,100,567,TRUE,24Mar2020 10:30:00,R_1WYx4bEqE3RTFzr,anonymous,EN,I promise not to search the internet for answer to this survey.,6.57,447.578,449.133,17,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,Master's degree,Female,A little more stressed,"$150,000 - $199,000","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:26:00,24Mar2020 10:32:00,IP Address,100,336,TRUE,24Mar2020 10:32:00,R_4SB3lDTbyF2HZsd,anonymous,EN,I promise not to search the internet for answer to this survey.,7.285,263.654,264.576,53,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 humans and 50 horses,Maine,Mercury,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,4 year degree,Male,A lot more stressed,"$100,000 - $124,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
